guten_genre,p_tag_count,comma_count,colon_count,hyphen_count,TTR,Positive,Neutral,Negative,FleschK_score,CC,PRP,PRP$,IN,NNP,period_count
Detective and Mystery,1796,5366,5,573,0.136,0.219,0.634,0.148,59.263,14,7,4,570,26,401917
Literary,436,3259,141,285,0.235,0.212,0.606,0.182,38.777,17,,2,293,10,218210
Literary,151,3580,295,289,0.221,0.275,0.622,0.103,38.925,23,2,4,343,2,194990
Literary,441,2887,246,211,0.246,0.244,0.599,0.157,38.401,20,,0,371,4,168499
Detective and Mystery,2791,3169,100,1032,0.184,0.181,0.693,0.125,60.296,22,5,0,396,11,298764
Detective and Mystery,1121,3917,13,747,0.187,0.166,0.683,0.151,43.283,28,3,1,576,6,293202
Literary,498,3239,308,270,0.231,0.248,0.604,0.148,40.890,21,2,2,260,7,177881
Literary,1022,3644,90,355,0.233,0.201,0.674,0.125,49.761,10,,3,561,13,239970
Detective and Mystery,466,1725,43,265,0.285,0.198,0.648,0.153,48.951,15,,2,286,,141382
Literary,818,6935,9,1019,0.170,0.231,0.645,0.124,53.203,28,6,0,647,8,361520
Literary,424,3452,62,373,0.252,0.216,0.635,0.149,27.120,16,6,2,339,3,207004
Literary,340,3132,55,307,0.275,0.198,0.621,0.181,23.046,17,,0,312,4,179166
Literary,1736,6813,104,1803,0.158,0.223,0.643,0.135,53.561,30,12,4,1041,22,508378
Western Stories,1310,3935,18,639,0.199,0.154,0.716,0.13,52.740,21,10,0,714,32,302850
Literary,645,2264,41,411,0.256,0.190,0.648,0.162,59.050,14,2,1,281,14,164776
Detective and Mystery,2312,7273,34,1461,0.139,0.179,0.647,0.174,52.721,24,7,6,748,18,510215
Literary,2285,5731,48,615,0.169,0.217,0.678,0.106,53.789,30,3,3,916,26,430253
Detective and Mystery,2160,4014,47,755,0.181,0.211,0.628,0.161,42.182,30,4,1,489,10,360246
Literary,2127,5991,138,1866,0.190,0.182,0.697,0.121,38.894,73,3,0,1353,46,501018
Literary,2549,6372,20,1199,0.160,0.223,0.649,0.128,61.886,14,7,8,522,7,426713
Literary,4629,7035,414,3616,0.164,0.242,0.632,0.126,43.661,64,16,4,1126,32,636048
Detective and Mystery,2383,6113,22,1481,0.160,0.210,0.637,0.154,54.238,24,6,7,554,31,357549
Literary,1110,4549,267,352,0.182,0.263,0.580,0.157,42.709,28,7,2,567,5,313301
Literary,2891,11221,126,2205,0.142,0.234,0.637,0.129,49.224,62,4,7,1186,17,715231
Literary,2047,7231,67,1423,0.173,0.232,0.626,0.142,51.275,39,7,1,805,13,477461
Detective and Mystery,1765,6426,60,740,0.163,0.196,0.687,0.116,56.146,21,4,2,901,10,369775
Literary,732,2201,41,514,0.315,0.222,0.647,0.131,47.898,5,1,0,243,5,155038
Literary,1627,5747,133,2162,0.189,0.175,0.681,0.144,46.666,23,6,3,1074,21,503552
Literary,1304,4560,46,981,0.172,0.228,0.639,0.133,47.082,26,6,2,1010,19,429918
Love and Romance,1898,6201,125,744,0.153,0.251,0.614,0.135,49.432,59,8,4,793,15,492610
Detective and Mystery,2470,7011,5,819,0.153,0.216,0.682,0.102,43.625,26,7,2,963,12,473339
Literary,2110,14640,131,2915,0.125,0.169,0.677,0.154,56.473,39,13,0,1944,28,798784
Literary,1273,5954,49,952,0.179,0.212,0.632,0.157,64.883,16,6,3,666,18,334953
Literary,3253,12247,233,1569,0.134,0.265,0.593,0.142,54.001,48,15,6,1635,11,669676
Detective and Mystery,954,3234,84,523,0.200,0.207,0.642,0.15,46.751,32,1,2,580,6,283227
Literary,1238,4839,36,999,0.207,0.257,0.635,0.109,43.270,29,7,3,642,4,337603
Literary,1033,4592,22,870,0.207,0.254,0.629,0.117,42.613,31,7,0,591,15,334549
Literary,1127,4596,30,952,0.189,0.215,0.630,0.156,42.984,28,5,0,636,8,369904
Literary,145,2158,17,410,0.363,0.224,0.658,0.118,41.834,13,3,0,246,4,122322
Literary,1076,9776,71,1778,0.184,0.236,0.636,0.128,38.673,55,6,1,1018,11,587810
Sea and Adventure,3307,9508,302,2330,0.111,0.196,0.658,0.146,42.025,97,2,2,1638,21,783355
Detective and Mystery,2972,11377,153,1855,0.134,0.230,0.609,0.16,55.571,50,13,7,1248,19,604998
Detective and Mystery,1609,4022,192,1135,0.162,0.160,0.704,0.136,60.726,10,3,2,730,12,374893
Literary,667,3062,66,470,0.258,0.243,0.658,0.1,47.164,9,5,2,492,13,202279
Ghost and Horror,615,4615,36,395,0.218,0.181,0.679,0.14,47.725,17,7,0,563,7,319196
Literary,4282,9773,115,2058,0.125,0.237,0.628,0.135,60.834,29,7,1,993,22,601030
Literary,6160,13923,79,1725,0.096,0.209,0.634,0.157,66.596,38,7,17,1459,13,816918
Sea and Adventure,1541,8858,46,1287,0.141,0.202,0.701,0.097,47.888,27,2,1,1387,13,587578
Literary,1205,5090,24,1042,0.175,0.200,0.626,0.174,50.045,33,2,2,602,13,393086
Literary,2516,8236,127,2591,0.156,0.236,0.622,0.142,49.400,56,10,2,1466,15,686540
Literary,3040,6720,28,849,0.165,0.199,0.673,0.127,38.073,32,6,2,771,31,529705
Detective and Mystery,3210,7435,25,1093,0.127,0.232,0.660,0.108,44.899,38,6,2,1250,19,624591
Literary,861,12702,218,3491,0.162,0.243,0.655,0.102,41.597,51,20,5,1923,20,668989
Literary,1674,5651,156,940,0.178,0.189,0.673,0.138,57.720,23,7,2,691,14,377034
Literary,1749,3737,33,541,0.210,0.228,0.643,0.129,40.104,15,2,0,533,4,290285
Literary,2038,6849,122,767,0.129,0.252,0.608,0.14,52.210,31,12,2,1406,19,635506
Literary,527,3570,62,317,0.252,0.237,0.645,0.118,29.272,29,1,0,364,2,216468
Literary,2052,7929,57,1608,0.125,0.206,0.661,0.134,64.647,31,7,1,1202,31,605261
Humorous and Wit and Satire,1076,4015,40,1004,0.190,0.229,0.620,0.151,69.153,20,9,0,644,19,269240
Detective and Mystery,1338,2752,32,660,0.159,0.151,0.740,0.109,57.133,22,1,1,532,9,258737
Detective and Mystery,2259,7274,154,534,0.139,0.191,0.677,0.132,44.902,40,9,0,1068,21,539448
Literary,1924,6428,49,1480,0.169,0.180,0.695,0.125,38.368,60,4,4,1355,12,523877
Literary,4204,7798,141,2264,0.159,0.202,0.690,0.108,42.424,69,16,7,1794,31,679791
Literary,2780,10236,138,1578,0.112,0.220,0.615,0.165,54.336,59,9,7,1845,23,700886
Literary,2466,8498,125,1618,0.177,0.220,0.635,0.144,42.097,37,7,2,1145,21,657085
Literary,873,10024,259,1765,0.184,0.243,0.653,0.104,42.553,39,18,1,1302,16,572848
Literary,813,9741,287,1720,0.173,0.228,0.638,0.134,46.213,53,25,2,1370,23,574974
Love and Romance,5646,11219,33,1263,0.095,0.254,0.651,0.095,59.702,78,24,7,1665,41,947742
Literary,2818,6614,304,1197,0.132,0.247,0.634,0.12,55.326,30,8,1,1100,12,361098
Literary,862,4112,77,584,0.217,0.196,0.643,0.161,48.304,16,1,0,680,8,294582
Detective and Mystery,2766,5352,524,1732,0.179,0.204,0.671,0.124,43.302,19,2,2,680,17,405357
Literary,774,9662,326,4361,0.164,0.236,0.657,0.107,42.890,66,21,2,1674,21,678388
Literary,3324,8868,105,1431,0.166,0.241,0.591,0.169,47.664,27,5,3,1233,26,599311
Literary,746,3118,22,204,0.212,0.264,0.599,0.137,56.042,12,7,2,344,23,212898
Detective and Mystery,3952,10220,386,1361,0.139,0.197,0.660,0.143,49.818,38,12,0,1535,32,621909
Literary,3164,9571,74,1387,0.115,0.249,0.597,0.154,56.663,31,10,2,1517,13,670720
Literary,1414,3829,78,1120,0.169,0.201,0.667,0.132,58.374,18,11,0,478,20,294765
Literary,1011,13613,180,3420,0.137,0.239,0.635,0.126,44.940,55,26,4,1974,27,711545
Literary,1740,7263,28,2067,0.208,0.266,0.607,0.128,35.558,42,11,0,1368,21,590516
Literary,1233,3872,42,474,0.224,0.261,0.607,0.133,44.312,14,3,1,458,16,274667
Literary,2055,3696,29,937,0.177,0.206,0.649,0.145,51.789,10,3,3,510,4,283530
Sea and Adventure,2191,7544,75,1890,0.168,0.193,0.664,0.143,48.394,32,5,4,1102,8,553626
Literary,1938,7217,26,2316,0.180,0.204,0.659,0.137,44.291,31,6,2,1312,13,566408
Literary,1713,7260,111,995,0.185,0.204,0.652,0.143,43.663,31,7,4,1024,19,431342
Literary,5841,17512,193,2200,0.093,0.234,0.607,0.159,57.367,47,11,8,2007,28,1028516
Detective and Mystery,2088,5846,152,703,0.151,0.223,0.625,0.151,52.742,36,6,6,865,9,443846
Literary,2095,11783,164,1491,0.114,0.185,0.659,0.156,67.152,27,8,0,1473,23,639528
Sea and Adventure,1176,4718,5,602,0.205,0.189,0.672,0.139,43.979,31,5,3,722,8,325898
Literary,2602,7405,40,1748,0.129,0.276,0.612,0.112,61.073,65,9,7,728,19,526510
Western Stories,1831,4809,117,1273,0.169,0.163,0.693,0.144,47.919,14,5,0,1013,15,413920
Literary,1676,7678,119,1998,0.153,0.226,0.664,0.11,50.977,37,12,2,1078,15,567989
Detective and Mystery,1557,3367,29,921,0.218,0.188,0.671,0.141,51.023,22,5,2,734,13,335497
Literary,554,2364,46,590,0.227,0.241,0.610,0.149,54.116,14,5,2,390,14,189411
Literary,2706,7041,80,1538,0.153,0.206,0.680,0.114,56.364,30,9,4,1270,32,588091
Humorous and Wit and Satire,2340,5410,90,1235,0.224,0.175,0.715,0.11,49.163,13,4,0,560,28,379577
Literary,73,522,1,129,0.457,0.182,0.722,0.096,51.488,7,,0,90,1,40482
Literary,422,2973,73,337,0.220,0.239,0.623,0.138,63.043,9,3,2,378,11,163219
Literary,1038,5061,239,411,0.180,0.226,0.653,0.12,54.669,19,3,3,644,5,275171
Literary,1211,4303,64,1285,0.202,0.191,0.706,0.103,52.433,34,3,1,671,16,349998
Detective and Mystery,1734,4331,14,499,0.172,0.162,0.682,0.155,41.587,27,5,4,864,10,454756
Literary,1513,5232,61,1649,0.146,0.249,0.654,0.097,55.726,27,14,2,899,16,506979
Love and Romance,2410,6979,165,1300,0.192,0.249,0.637,0.114,51.135,8,8,0,639,22,398824
Literary,1886,5823,56,1051,0.172,0.195,0.666,0.139,52.467,37,15,3,911,10,470918
Literary,5740,11630,294,3090,0.132,0.226,0.644,0.13,53.629,54,11,10,1783,19,931170
Literary,85,202,10,59,0.569,0.220,0.644,0.136,41.854,1,,0,23,2,17313
Literary,1041,3642,10,1084,0.222,0.260,0.655,0.085,53.122,13,4,5,467,11,259933
Detective and Mystery,1240,3402,12,389,0.192,0.171,0.674,0.156,38.941,22,1,2,752,7,380415
Literary,1316,3689,35,1277,0.208,0.185,0.698,0.118,52.343,30,7,3,546,11,327283
Literary,1361,4892,68,857,0.183,0.272,0.614,0.114,41.594,28,8,1,818,20,358405
Literary,3201,8427,66,881,0.125,0.196,0.687,0.117,52.675,71,20,1,1487,62,776250
Literary,1559,4840,39,713,0.188,0.207,0.683,0.11,67.511,40,8,12,624,31,304823
Literary,1548,5642,11,897,0.206,0.188,0.698,0.114,51.383,41,14,5,735,11,390695
Humorous and Wit and Satire,2636,5904,90,1328,0.195,0.245,0.617,0.138,39.998,30,11,3,918,45,555314
Literary,792,3578,17,603,0.255,0.244,0.626,0.13,45.447,15,4,2,469,10,245814
Literary,791,3221,19,575,0.239,0.234,0.616,0.15,47.447,10,4,0,463,5,244468
Literary,1712,5712,423,1579,0.163,0.221,0.649,0.13,54.984,31,7,2,933,33,479317
Literary,2856,6777,239,2018,0.185,0.204,0.694,0.102,38.170,36,10,4,992,17,559151
Literary,1093,7846,36,839,0.163,0.227,0.641,0.132,52.292,29,6,0,783,14,430844
Literary,1846,3846,20,794,0.164,0.244,0.606,0.15,35.399,18,19,0,1233,12,531808
Literary,1435,3762,145,709,0.183,0.187,0.692,0.12,58.729,10,2,3,465,5,262276
Literary,1386,3871,142,613,0.182,0.166,0.685,0.15,57.593,12,6,0,507,5,263127
Literary,64,144,6,24,0.595,0.194,0.703,0.102,60.603,2,,0,22,,10143
Literary,1678,5580,54,1050,0.166,0.167,0.716,0.117,49.581,36,4,3,1138,13,438393
Literary,1,0,0,0,1.000,0.000,1.000,0,0.000,,,0,,,3
Literary,2484,6247,132,1401,0.138,0.200,0.677,0.123,50.768,41,2,1,1419,17,595419
Literary,1411,2679,31,999,0.252,0.222,0.667,0.111,46.976,6,5,0,521,9,237397
Literary,277,1055,18,57,0.354,0.230,0.645,0.124,27.225,6,2,1,155,,83216
Literary,1401,4293,86,614,0.219,0.261,0.546,0.193,44.581,26,2,4,511,33,300499
Detective and Mystery,2768,7962,147,687,0.167,0.192,0.698,0.11,47.964,29,8,1,1091,40,487678
Detective and Mystery,2187,5764,44,934,0.157,0.192,0.684,0.125,50.289,29,4,2,1142,11,428319
Literary,2237,7691,30,2128,0.159,0.168,0.690,0.141,51.041,37,2,3,1316,11,574881
Literary,1315,3925,53,636,0.209,0.287,0.602,0.112,50.240,12,3,6,501,6,269073
Literary,1297,4568,22,502,0.181,0.248,0.582,0.17,57.045,33,7,1,523,5,287848
Literary,1442,4781,40,500,0.160,0.229,0.570,0.201,61.739,31,5,0,492,12,289340
Literary,738,3617,73,639,0.220,0.292,0.591,0.117,32.115,17,2,1,338,16,232404
Literary,831,3329,13,601,0.233,0.212,0.658,0.13,49.976,14,8,0,414,14,236982
Literary,1892,4793,75,407,0.117,0.178,0.696,0.126,60.642,9,10,1,1094,63,446817
Literary,872,4879,9,662,0.228,0.273,0.588,0.139,46.083,12,2,1,420,4,222542
Literary,1735,5826,177,950,0.162,0.178,0.705,0.117,52.919,29,3,4,719,20,403939
Detective and Mystery,3566,8355,50,1109,0.144,0.249,0.620,0.131,46.656,45,9,13,1136,20,654556
Literary,417,2922,179,357,0.250,0.227,0.618,0.155,24.694,13,4,0,182,2,157411
Literary,2489,6161,215,759,0.151,0.224,0.657,0.119,45.620,40,15,5,1404,16,634028
Sea and Adventure,474,2553,19,161,0.203,0.198,0.680,0.123,52.380,9,3,0,394,4,202530
Literary,1893,5673,166,939,0.168,0.191,0.649,0.16,38.196,36,15,1,1349,31,611886
Literary,1690,5621,101,1018,0.152,0.206,0.686,0.108,53.519,37,3,2,736,19,395699
Literary,1940,5593,253,835,0.158,0.172,0.681,0.147,52.487,21,4,3,656,15,395441
Literary,1422,3401,54,579,0.188,0.222,0.628,0.15,56.958,24,1,2,659,18,292814
Literary,2374,8956,35,1039,0.187,0.208,0.649,0.143,47.501,35,8,3,1173,37,535171
Literary,2763,9052,31,4959,0.152,0.214,0.664,0.122,54.661,43,12,3,1389,26,640239
Humorous and Wit and Satire,1188,3798,93,412,0.189,0.251,0.637,0.112,51.317,23,6,2,555,14,299621
Detective and Mystery,2215,4291,156,957,0.158,0.182,0.720,0.098,50.974,11,6,0,863,27,374751
Literary,768,2944,49,720,0.242,0.235,0.642,0.122,47.996,11,4,2,463,13,223140
Literary,3152,11912,55,2496,0.109,0.229,0.625,0.146,52.812,52,11,1,2073,19,804966
Literary,576,2799,93,288,0.237,0.248,0.581,0.171,39.262,15,7,3,341,2,172173
Literary,908,5022,15,664,0.212,0.264,0.585,0.151,38.161,14,9,0,480,4,254172
Literary,2556,7378,172,1793,0.146,0.263,0.563,0.174,46.546,28,12,3,948,29,600505
Literary,707,3463,16,1240,0.254,0.243,0.654,0.103,49.810,18,8,1,663,10,261968
Literary,689,2950,11,1103,0.250,0.234,0.638,0.128,50.226,21,8,1,482,5,231710
Literary,1641,4379,149,2304,0.151,0.187,0.690,0.123,57.339,30,8,3,802,6,407083
Detective and Mystery,3546,5732,16,2310,0.133,0.199,0.674,0.127,56.021,43,10,2,1062,26,574342
Literary,1242,4614,29,406,0.192,0.238,0.616,0.147,55.321,30,5,0,581,12,284523
Literary,669,4480,63,556,0.250,0.242,0.609,0.149,40.231,38,7,3,543,11,256804
Literary,737,4030,65,465,0.249,0.222,0.633,0.146,36.144,22,9,3,539,11,252533
Literary,769,3673,43,429,0.239,0.197,0.630,0.173,35.339,36,3,3,504,12,247262
Literary,2183,4574,74,1753,0.137,0.196,0.689,0.115,59.373,40,2,2,803,8,436508
Literary,2199,5229,10,1978,0.167,0.193,0.696,0.111,49.726,32,12,1,938,7,481081
Literary,1249,1912,34,902,0.224,0.190,0.680,0.129,51.029,17,2,0,386,2,207986
Ghost and Horror,264,2157,69,300,0.305,0.270,0.613,0.116,32.927,13,5,0,343,1,127535
Detective and Mystery,882,1634,6,264,0.190,0.152,0.738,0.109,55.518,10,1,0,285,8,151368
Detective and Mystery,1073,3918,83,389,0.178,0.215,0.630,0.156,39.231,10,5,0,582,10,288356
Detective and Mystery,2612,5298,113,865,0.192,0.205,0.668,0.126,43.761,37,10,1,649,18,465659
Literary,727,4116,18,774,0.203,0.242,0.625,0.132,45.269,22,5,0,433,8,249261
Literary,971,5459,1,1042,0.167,0.208,0.658,0.134,63.567,48,4,0,877,7,374348
Literary,1357,3627,34,698,0.210,0.214,0.654,0.133,55.319,11,2,1,555,11,287073
Literary,2126,2524,509,1498,0.209,0.237,0.603,0.159,51.723,17,5,1,463,10,327677
Literary,956,2337,21,521,0.283,0.236,0.654,0.111,49.772,6,1,3,221,5,178401
Literary,1056,3211,22,436,0.226,0.254,0.611,0.135,65.606,10,1,0,338,2,173711
Literary,2107,5652,89,956,0.169,0.253,0.591,0.156,61.449,14,6,2,602,12,314410
Literary,2244,6425,118,1077,0.168,0.195,0.617,0.188,68.681,13,3,2,573,12,318918
Literary,3196,16811,567,1678,0.098,0.202,0.679,0.119,61.163,65,7,5,2251,35,939386
Detective and Mystery,1185,3657,16,751,0.195,0.206,0.680,0.114,52.836,15,6,1,642,6,310745
Literary,1866,31279,456,2223,0.088,0.235,0.620,0.145,13.711,109,7,27,3857,45,1823109
Literary,549,1816,53,242,0.329,0.244,0.633,0.122,53.298,8,,1,184,3,105456
Literary,2101,7089,15,1147,0.168,0.224,0.631,0.145,34.641,19,7,2,905,13,452352
Literary,1661,5980,11,882,0.215,0.192,0.652,0.155,35.215,14,5,1,826,15,375208
Detective and Mystery,1898,5763,13,1199,0.161,0.210,0.636,0.154,40.925,26,5,0,892,33,444314
Literary,1609,4337,11,957,0.157,0.189,0.646,0.165,65.304,26,3,2,697,24,337960
Literary,254,2253,18,905,0.220,0.258,0.624,0.118,56.811,6,1,4,220,6,157308
Literary,476,4368,86,625,0.296,0.242,0.671,0.087,26.406,18,2,1,536,11,253943
Literary,1518,13983,183,4578,0.123,0.209,0.653,0.138,27.548,73,11,3,1814,74,882627
Literary,336,1860,24,705,0.316,0.186,0.693,0.121,53.211,11,2,0,304,9,139944
Sea and Adventure,771,3602,68,652,0.203,0.157,0.706,0.137,56.097,10,7,1,720,5,261693
Sea and Adventure,1228,4505,85,695,0.211,0.175,0.720,0.105,52.102,24,7,1,668,1,287784
Sea and Adventure,1015,3535,99,659,0.226,0.173,0.698,0.129,52.013,12,3,0,642,8,255973
Literary,1175,4303,30,624,0.174,0.251,0.602,0.147,50.706,18,6,1,589,3,305594
Literary,1376,3969,16,504,0.178,0.247,0.577,0.176,52.811,17,2,0,484,7,275362
Literary,1684,4302,29,513,0.164,0.272,0.575,0.154,54.139,16,4,2,544,9,298090
Literary,1269,12466,176,4036,0.141,0.238,0.638,0.125,28.066,53,15,0,1600,44,751036
Literary,970,3782,46,1649,0.229,0.265,0.613,0.122,43.916,17,5,1,597,21,311598
Literary,969,3396,70,1244,0.226,0.250,0.599,0.151,45.846,15,10,1,568,24,294417
Literary,1183,3796,60,1520,0.221,0.214,0.631,0.155,48.270,16,9,2,702,20,326675
Literary,1002,4491,77,835,0.237,0.242,0.640,0.118,40.257,12,6,2,684,17,357401
Literary,1034,3996,55,734,0.239,0.244,0.618,0.138,40.531,22,7,0,694,9,331147
Literary,1114,4064,67,713,0.245,0.237,0.611,0.152,43.000,11,5,6,638,19,320788
Detective and Mystery,1206,5386,296,864,0.194,0.212,0.654,0.134,41.017,17,4,3,587,11,373113
Literary,1241,3637,42,1107,0.198,0.192,0.700,0.108,52.265,13,5,0,660,25,302084
Literary,187,808,11,136,0.454,0.190,0.645,0.165,39.945,6,1,0,123,2,57326
Detective and Mystery,1604,5065,81,462,0.168,0.194,0.634,0.172,47.320,28,2,0,528,28,337688
Literary,1881,7946,44,1680,0.185,0.222,0.647,0.132,56.184,25,10,6,904,19,476076
Literary,1220,6268,11,601,0.178,0.265,0.585,0.15,47.072,17,4,2,612,7,318017
Literary,923,2332,47,374,0.301,0.214,0.658,0.128,44.373,9,9,0,329,11,177165
Literary,3717,15846,63,2719,0.108,0.201,0.639,0.16,57.931,67,9,5,1653,28,926474
Literary,904,3190,25,296,0.186,0.225,0.650,0.126,52.564,25,9,2,804,45,293187
Detective and Mystery,1609,4135,145,786,0.172,0.176,0.690,0.134,49.405,14,2,1,647,12,311400
Literary,1143,7317,707,1235,0.191,0.187,0.702,0.111,58.660,25,6,1,931,18,413692
Literary,3061,9876,137,2450,0.131,0.218,0.657,0.125,53.786,48,9,2,1519,25,807258
Literary,3367,5665,23,5047,0.136,0.195,0.669,0.136,46.673,13,6,1,1462,86,581110
Literary,2155,6928,63,1142,0.192,0.202,0.662,0.135,44.538,54,14,2,997,31,565895
Literary,932,3100,59,611,0.256,0.237,0.638,0.126,46.177,12,5,1,370,,224854
Literary,5335,13662,296,2045,0.086,0.314,0.558,0.128,58.499,67,17,4,1567,30,923737
Literary,1401,4714,51,1039,0.216,0.180,0.705,0.116,47.227,35,11,2,732,17,336508
Detective and Mystery,1134,2216,110,443,0.177,0.127,0.753,0.12,41.227,22,,1,444,19,267852
Literary,501,4321,82,514,0.281,0.260,0.649,0.092,29.087,20,2,4,534,10,244582
Western Stories,3111,8623,272,445,0.134,0.214,0.636,0.15,39.009,21,6,3,864,25,590783
Western Stories,2756,8390,249,419,0.139,0.203,0.628,0.169,38.940,13,5,4,758,19,498279
Literary,1087,3649,13,294,0.229,0.281,0.567,0.152,51.157,18,,1,435,14,240745
Literary,1144,4112,6,459,0.219,0.254,0.594,0.152,52.283,14,3,1,526,12,267709
Literary,972,3879,14,229,0.229,0.257,0.557,0.186,46.450,18,2,4,480,8,253765
Literary,1574,4575,51,972,0.146,0.287,0.565,0.148,57.460,23,7,7,631,14,351271
Western Stories,1730,5153,23,511,0.169,0.209,0.664,0.127,53.173,19,4,0,763,15,425553
Literary,1556,9184,175,2515,0.127,0.238,0.650,0.112,43.745,36,11,3,853,29,629366
Literary,691,4443,86,626,0.225,0.259,0.620,0.121,29.851,24,5,0,615,13,310324
Literary,757,4355,107,552,0.219,0.267,0.606,0.127,21.510,29,1,1,641,14,334554
Literary,800,4046,72,503,0.206,0.255,0.590,0.155,28.863,29,6,4,679,20,330707
Literary,863,2917,36,641,0.231,0.226,0.651,0.123,50.886,11,2,2,424,5,237722
Literary,932,2884,50,628,0.212,0.204,0.680,0.116,53.694,20,9,1,526,4,246461
Literary,987,2845,17,508,0.207,0.220,0.635,0.145,55.406,14,7,2,480,6,247287
Literary,1958,4205,75,1110,0.145,0.206,0.656,0.138,57.452,26,6,2,638,10,421289
Literary,882,2293,8,389,0.205,0.215,0.605,0.18,44.222,16,6,0,581,8,297883
Literary,1717,2482,4,439,0.182,0.184,0.638,0.178,61.411,11,5,1,665,5,296184
Literary,2936,7538,142,1050,0.150,0.254,0.603,0.142,61.251,20,10,7,1134,14,528218
Literary,803,1441,18,641,0.265,0.218,0.636,0.146,60.967,7,4,1,266,14,117906
Literary,916,4369,61,670,0.248,0.194,0.647,0.159,52.126,19,1,1,633,13,292334
Detective and Mystery,2686,5845,24,1354,0.144,0.197,0.641,0.162,56.052,19,13,3,515,32,351129
Literary,915,2047,78,591,0.218,0.192,0.658,0.15,50.368,25,1,2,278,4,184277
Literary,725,2296,49,609,0.251,0.183,0.672,0.146,53.978,21,5,1,336,4,186884
Literary,932,2255,54,678,0.247,0.211,0.643,0.146,55.327,20,2,1,330,8,179762
Literary,1837,4136,49,891,0.177,0.215,0.668,0.117,51.480,22,6,5,955,75,423537
