guten_genre,p_tag_count,comma_count,colon_count,hyphen_count,TTR,Positive,Neutral,Negative,FleschK_score,CC,PRP,PRP$,IN,NNP,period_count
Literary,1606,4676,14,939,0.192,0.212,0.676,0.113,42.215,35,10,0,1114,15,435025
Detective and Mystery,1303,4701,37,434,0.173,0.228,0.672,0.099,43.458,19,1,4,624,11,345746
Detective and Mystery,1095,3301,317,633,0.218,0.211,0.640,0.149,45.853,13,8,1,494,30,250619
Detective and Mystery,775,3217,26,500,0.205,0.254,0.584,0.162,44.383,13,3,4,434,8,240214
Detective and Mystery,654,3133,20,434,0.204,0.231,0.619,0.15,47.856,6,2,1,446,5,222217
Literary,2732,7026,9,2208,0.139,0.232,0.657,0.111,56.580,41,11,4,1074,31,577002
Literary,3536,9377,189,1363,0.140,0.259,0.545,0.196,53.686,25,5,1,1071,22,589260
Literary,222,851,30,185,0.480,0.242,0.604,0.154,25.409,9,,0,119,2,79094
Literary,2948,10674,199,1818,0.113,0.271,0.611,0.118,52.240,52,9,6,1247,31,687849
Christmas Stories,2752,11892,138,4230,0.117,0.255,0.622,0.123,57.445,40,18,11,1629,34,812861
Literary,762,2410,2,483,0.262,0.213,0.668,0.119,51.764,23,2,0,363,6,229413
Literary,3527,15808,222,2546,0.120,0.229,0.613,0.158,54.940,74,23,3,1673,15,822851
Literary,1184,5777,57,873,0.173,0.278,0.612,0.109,46.508,12,8,1,701,14,381484
Literary,874,4828,43,770,0.178,0.272,0.593,0.136,48.241,10,3,3,735,13,341739
Sea and Adventure,2740,9455,107,801,0.147,0.227,0.614,0.159,35.257,27,11,5,1179,13,553018
Literary,432,3671,259,635,0.250,0.310,0.567,0.123,20.832,27,4,1,477,6,270741
Western Stories,3076,9774,243,749,0.135,0.217,0.621,0.162,40.986,24,17,4,922,18,559116
Literary,714,6589,163,513,0.222,0.221,0.670,0.109,41.805,15,5,0,606,6,297499
Literary,341,2735,84,449,0.359,0.222,0.657,0.122,29.961,10,2,0,340,10,159098
Literary,1888,2939,63,858,0.271,0.221,0.650,0.129,45.586,14,5,1,480,8,255729
Sea and Adventure,2353,6497,230,404,0.185,0.207,0.629,0.165,34.660,23,8,3,828,12,436249
Literary,3581,11062,509,541,0.127,0.241,0.617,0.141,33.461,29,6,6,1150,15,680926
Sea and Adventure,2692,9136,126,753,0.144,0.212,0.642,0.146,37.396,29,6,2,942,13,582812
Ghost and Horror,602,3114,30,248,0.236,0.170,0.729,0.101,40.686,19,2,1,511,2,217422
Literary,3180,10820,262,1523,0.138,0.214,0.651,0.135,38.787,43,10,2,2155,37,879509
Christmas Stories,572,1230,34,235,0.266,0.235,0.654,0.111,55.320,6,5,0,263,10,146748
Literary,2558,5738,134,531,0.161,0.231,0.558,0.211,52.887,15,7,1,617,15,382716
Literary,2319,6134,271,955,0.152,0.257,0.540,0.203,54.564,12,7,2,654,20,417264
Literary,4284,10953,126,2078,0.118,0.251,0.617,0.132,62.303,26,6,3,1216,31,666898
Detective and Mystery,2602,6694,16,738,0.159,0.223,0.642,0.135,55.364,16,8,2,586,13,399942
Detective and Mystery,2223,6466,44,1235,0.168,0.222,0.655,0.124,51.933,18,7,0,552,38,359188
Literary,1537,3856,22,1301,0.179,0.214,0.635,0.151,45.732,33,4,1,778,21,495858
Detective and Mystery,2573,5802,42,1006,0.165,0.203,0.653,0.144,54.134,19,2,2,529,7,353824
Literary,433,1729,48,341,0.362,0.273,0.619,0.108,44.039,2,1,1,213,1,109005
Western Stories,1712,6288,67,545,0.225,0.206,0.653,0.141,47.665,35,8,5,881,17,419642
Literary,217,976,29,155,0.343,0.248,0.659,0.093,45.672,8,2,0,107,6,71585
Western Stories,2295,6163,35,438,0.182,0.233,0.615,0.152,32.326,17,5,6,616,22,366829
Literary,3026,8274,57,838,0.146,0.237,0.623,0.14,33.022,24,7,3,918,12,492548
Literary,2211,5794,55,383,0.169,0.239,0.615,0.146,37.137,23,1,3,597,38,343168
Western Stories,1286,1879,8,163,0.237,0.222,0.588,0.191,65.508,10,4,0,193,3,130153
Detective and Mystery,2086,6152,52,930,0.172,0.222,0.626,0.152,47.289,25,6,3,566,9,395987
Detective and Mystery,2246,6133,10,788,0.154,0.210,0.687,0.102,43.177,27,6,4,979,9,454359
Literary,577,4951,58,1151,0.197,0.242,0.622,0.136,39.186,40,3,4,594,4,316717
Literary,441,5210,77,959,0.195,0.221,0.633,0.146,41.414,28,5,7,733,8,337194
Literary,128,1268,12,212,0.338,0.244,0.609,0.146,39.943,14,3,2,181,3,83542
Literary,908,2347,137,410,0.260,0.331,0.531,0.139,50.705,3,5,1,219,4,145414
Detective and Mystery,2314,6212,24,1209,0.156,0.223,0.652,0.125,56.176,30,6,3,497,35,357469
Detective and Mystery,1959,6602,12,811,0.170,0.201,0.650,0.15,53.965,24,3,3,526,32,343373
Detective and Mystery,2600,6107,55,557,0.165,0.228,0.646,0.126,55.223,24,12,1,644,38,373557
Literary,695,4993,82,965,0.187,0.248,0.601,0.152,47.122,25,12,0,716,9,340716
Literary,2145,6513,54,718,0.141,0.274,0.613,0.113,44.297,17,17,2,869,7,443080
Literary,1406,2182,7,801,0.171,0.234,0.700,0.066,69.653,11,3,1,423,10,209958
Detective and Mystery,992,2688,89,533,0.195,0.198,0.676,0.127,46.951,24,2,0,333,13,208358
Western Stories,2130,3763,67,715,0.151,0.128,0.724,0.148,65.936,35,22,2,702,35,359411
Literary,3069,10829,62,3225,0.184,0.242,0.601,0.157,36.950,45,12,3,1645,22,789532
Love and Romance,3421,16152,177,8455,0.117,0.250,0.636,0.114,45.054,74,38,6,2315,59,1234927
Detective and Mystery,2835,5838,40,777,0.144,0.193,0.678,0.129,44.989,26,2,2,779,18,484786
Detective and Mystery,1187,6183,15,945,0.198,0.222,0.644,0.135,49.289,27,5,1,716,13,380231
Literary,2102,8674,250,1150,0.158,0.233,0.650,0.116,59.982,28,14,3,1110,62,447797
Literary,2063,10825,109,2023,0.098,0.243,0.636,0.121,56.773,26,9,6,1671,14,756691
Literary,3998,11243,54,1638,0.089,0.229,0.630,0.142,60.142,34,7,21,911,25,729070
Literary,1951,3623,36,898,0.181,0.174,0.708,0.118,50.482,19,7,0,840,23,456602
Literary,935,4128,47,421,0.254,0.264,0.626,0.111,39.626,9,5,1,397,8,254004
Detective and Mystery,1829,4639,72,829,0.137,0.191,0.679,0.13,54.547,13,7,5,914,30,405737
Literary,893,2946,174,533,0.217,0.223,0.701,0.076,32.450,21,3,1,410,45,272927
Literary,901,2938,126,392,0.211,0.265,0.553,0.181,46.977,14,3,1,334,6,220784
Literary,2414,7354,26,2189,0.157,0.240,0.617,0.143,38.984,56,16,2,1252,17,637521
Literary,543,3847,69,954,0.245,0.243,0.624,0.133,50.779,29,7,5,701,6,236951
Literary,621,3450,78,901,0.237,0.230,0.617,0.153,48.032,13,4,0,547,6,211943
Literary,468,3412,55,762,0.257,0.227,0.636,0.138,47.245,17,3,0,586,11,213678
Literary,2156,4459,64,708,0.183,0.225,0.641,0.135,50.536,38,3,3,763,29,425413
Literary,2413,8744,62,635,0.136,0.282,0.607,0.11,55.099,26,15,0,1094,7,538009
Literary,729,3264,7,172,0.231,0.245,0.636,0.119,42.762,20,4,2,546,11,219854
Literary,142,563,19,239,0.486,0.243,0.624,0.133,42.386,4,3,0,80,2,36275
Sea and Adventure,619,3189,28,198,0.179,0.185,0.680,0.135,56.636,20,,1,479,18,244877
Literary,1230,4918,109,1548,0.185,0.253,0.612,0.135,52.668,28,12,3,611,8,290943
Literary,1312,5151,119,1380,0.170,0.249,0.601,0.15,54.147,38,5,6,621,7,298864
Literary,407,1775,16,325,0.227,0.201,0.652,0.147,60.422,4,1,1,279,3,135804
Literary,1731,6949,134,1508,0.183,0.215,0.646,0.139,46.230,29,8,1,893,17,497737
Love and Romance,1853,5872,88,1274,0.182,0.207,0.710,0.083,57.680,38,20,12,1157,46,476714
Literary,1762,8008,116,744,0.106,0.249,0.599,0.152,60.823,14,16,3,1113,17,548588
Sea and Adventure,1767,5124,92,1444,0.190,0.258,0.594,0.149,42.903,26,10,1,784,16,420855
Literary,4342,10407,135,1283,0.135,0.230,0.642,0.129,55.942,37,8,3,1105,17,610098
Literary,1149,5790,83,1155,0.193,0.251,0.592,0.156,49.140,12,7,5,735,17,326011
Literary,3725,8349,89,865,0.128,0.247,0.637,0.116,42.125,26,4,1,873,17,545188
Literary,1672,14424,167,2438,0.130,0.211,0.656,0.132,43.971,77,13,7,2128,25,883684
Literary,2559,14985,325,3330,0.103,0.233,0.661,0.106,47.498,83,10,8,1972,49,886471
Western Stories,2048,7281,25,1163,0.129,0.172,0.670,0.159,57.063,37,13,2,1179,23,585788
Detective and Mystery,2522,5580,63,1418,0.155,0.232,0.617,0.152,54.054,39,6,9,543,27,351809
Literary,4972,12828,106,2935,0.105,0.257,0.608,0.135,64.766,45,36,2,1373,29,803449
Literary,1918,18183,226,2564,0.108,0.216,0.647,0.137,37.824,88,14,14,2791,29,1083372
Detective and Mystery,3054,5659,45,646,0.130,0.129,0.750,0.121,50.307,16,4,1,883,11,483607
Literary,1885,17533,72,3859,0.100,0.244,0.633,0.123,46.191,73,13,10,2178,39,928956
Literary,2129,14431,94,2493,0.113,0.228,0.646,0.126,49.367,66,12,4,1880,37,820885
Literary,930,5899,338,1354,0.184,0.216,0.619,0.165,63.831,17,11,2,490,9,322986
Detective and Mystery,3199,5559,43,799,0.156,0.162,0.711,0.127,44.410,13,3,1,592,20,427999
Literary,627,5852,17,1782,0.198,0.231,0.660,0.109,39.164,52,4,3,879,8,337430
Literary,715,5702,8,1389,0.178,0.193,0.660,0.147,41.007,38,3,5,766,9,325708
Literary,682,5903,8,1501,0.176,0.213,0.633,0.154,40.978,42,4,4,849,11,340335
Love and Romance,2806,7494,48,6025,0.128,0.287,0.588,0.124,52.254,34,10,3,1317,16,714416
Literary,2178,14645,319,3222,0.108,0.208,0.652,0.14,48.872,81,11,6,2069,23,905470
Literary,55,2128,88,428,0.221,0.180,0.691,0.129,38.098,17,15,2,1031,22,385314
Detective and Mystery,2570,12232,97,2366,0.108,0.218,0.651,0.131,37.122,83,8,8,1456,16,940645
Literary,1250,3353,62,780,0.197,0.212,0.684,0.104,47.570,12,6,2,689,10,305908
Literary,1231,3170,53,720,0.183,0.229,0.669,0.103,49.303,15,3,3,696,20,297471
Literary,2480,6523,115,1500,0.136,0.218,0.676,0.106,48.422,27,9,5,1385,30,603376
Literary,2159,5651,86,2080,0.144,0.235,0.660,0.105,47.042,39,13,2,1189,20,649759
Literary,1600,3564,140,1387,0.148,0.228,0.628,0.144,51.941,20,9,5,867,13,433014
Literary,566,3979,47,763,0.281,0.226,0.668,0.106,37.459,27,3,7,509,12,228111
Literary,540,3695,19,730,0.285,0.223,0.646,0.13,37.302,16,4,0,436,5,208069
Literary,243,1834,18,383,0.395,0.234,0.662,0.104,33.626,11,,2,247,3,104172
Literary,278,2132,12,340,0.356,0.227,0.661,0.112,35.037,9,2,1,308,4,127598
Literary,549,3412,26,664,0.288,0.235,0.638,0.127,38.067,12,,2,495,7,196159
Literary,618,3618,26,704,0.284,0.233,0.660,0.106,40.317,10,,2,495,3,205606
Literary,2791,18675,148,3591,0.131,0.235,0.655,0.11,37.463,85,10,14,2490,34,1070498
Sea and Adventure,127,1076,25,308,0.359,0.162,0.704,0.134,62.870,3,1,0,198,3,71809
Literary,1176,5614,10,684,0.230,0.260,0.612,0.128,47.543,20,16,4,503,18,271614
Literary,2694,6082,11,495,0.129,0.200,0.685,0.115,66.115,39,18,0,1045,49,428823
Literary,1419,6505,16,1191,0.195,0.264,0.600,0.136,43.036,14,13,2,576,20,357325
Detective and Mystery,1889,8233,399,1588,0.132,0.220,0.609,0.17,35.194,32,16,6,1319,93,674112
Literary,1283,5961,23,1597,0.250,0.237,0.626,0.137,27.943,37,8,0,1158,20,463098
Christmas Stories,183,538,10,92,0.372,0.223,0.647,0.13,73.582,6,1,1,79,1,36546
Literary,349,1151,195,258,0.328,0.193,0.614,0.193,42.321,6,3,0,240,15,116457
Literary,1149,3734,23,866,0.236,0.181,0.697,0.122,41.538,22,4,1,681,11,341395
Literary,663,1611,27,409,0.290,0.196,0.656,0.147,52.128,10,,1,261,5,128565
Literary,448,2854,6,447,0.241,0.214,0.635,0.15,51.627,8,1,1,415,4,194813
Humorous and Wit and Satire,1541,4921,182,825,0.126,0.172,0.701,0.127,72.301,48,7,1,1156,24,402176
Literary,2335,5999,159,950,0.152,0.216,0.649,0.134,54.586,23,9,5,920,20,533048
Literary,2795,9916,68,999,0.126,0.270,0.564,0.166,48.050,39,11,0,1554,28,739044
Literary,1901,5529,94,1870,0.172,0.230,0.638,0.132,52.084,22,8,1,814,9,400290
Literary,1419,12242,277,1939,0.140,0.229,0.645,0.126,38.309,50,21,5,1518,21,821617
Literary,2980,10613,126,1171,0.131,0.267,0.591,0.142,46.642,42,15,4,1538,14,727079
Love and Romance,734,4930,163,983,0.159,0.229,0.640,0.132,56.548,29,9,1,729,16,368425
Love and Romance,2889,7944,223,991,0.129,0.276,0.583,0.14,52.658,40,33,3,1188,31,598679
Literary,507,1936,26,351,0.269,0.238,0.623,0.139,61.093,7,4,2,218,3,127462
Literary,313,1353,17,283,0.296,0.212,0.630,0.158,58.432,,,0,196,3,98365
Literary,778,3219,62,701,0.207,0.217,0.625,0.159,60.117,10,3,9,416,8,237838
Literary,1491,5743,98,1143,0.161,0.220,0.626,0.154,59.747,16,4,11,710,10,406759
Literary,712,1992,52,405,0.230,0.240,0.644,0.117,65.496,5,2,0,252,5,150532
Literary,180,631,17,139,0.383,0.251,0.606,0.143,62.859,,,0,110,2,46617
Literary,699,2129,62,430,0.215,0.235,0.626,0.138,62.309,5,2,2,277,9,167823
Literary,1574,4682,127,961,0.158,0.248,0.631,0.122,63.677,9,4,1,632,15,359134
Literary,2520,10055,228,1209,0.129,0.246,0.597,0.157,40.949,48,16,7,1501,22,807127
Literary,5976,15995,430,1720,0.109,0.223,0.641,0.136,49.035,50,14,6,2156,119,1113927
Humorous and Wit and Satire,3464,6041,444,2026,0.158,0.201,0.647,0.152,51.476,28,15,0,1316,27,606340
Literary,2688,12083,447,2388,0.107,0.200,0.632,0.168,55.438,53,21,4,1387,47,846270
Literary,2080,4354,8,2056,0.181,0.221,0.677,0.102,50.905,22,2,6,739,8,413770
Literary,850,1549,43,200,0.278,0.152,0.729,0.119,52.392,6,1,0,324,9,133701
Literary,2122,6762,2,800,0.176,0.175,0.662,0.164,38.045,37,3,2,1109,7,518516
Literary,1357,6782,140,998,0.177,0.259,0.603,0.138,36.231,46,9,1,1246,14,494366
Literary,705,1895,48,178,0.266,0.198,0.640,0.162,46.455,9,2,1,270,4,143231
Detective and Mystery,2701,4811,121,1400,0.212,0.170,0.715,0.116,41.756,20,1,0,676,21,400982
Literary,1358,4422,69,1286,0.164,0.210,0.696,0.094,62.622,32,4,0,759,30,357796
Literary,1036,7612,236,497,0.148,0.221,0.647,0.133,53.900,39,4,1,973,21,426900
Literary,3257,12604,142,4123,0.111,0.229,0.612,0.16,57.808,81,6,5,1622,35,834619
Literary,576,3949,45,339,0.240,0.224,0.656,0.12,32.110,52,4,2,539,7,238147
Literary,129,1684,14,221,0.400,0.204,0.656,0.14,30.629,9,2,0,198,2,96644
Literary,11,1,0,0,0.933,0.195,0.684,0.121,72.040,,,0,,,235
Literary,969,8181,60,960,0.182,0.223,0.658,0.119,37.176,38,3,9,995,9,460989
Literary,22,483,3,40,0.480,0.292,0.569,0.14,31.985,4,,0,78,4,39343
Literary,1867,5403,39,1239,0.159,0.309,0.609,0.082,56.590,33,10,5,719,10,384297
Literary,70,647,30,113,0.498,0.264,0.595,0.14,21.136,13,1,0,122,1,50166
Literary,66,583,38,175,0.462,0.257,0.590,0.152,38.432,5,,1,110,2,53091
Literary,53,440,38,105,0.489,0.230,0.600,0.17,44.074,3,1,0,84,3,44507
Literary,52,753,76,180,0.430,0.200,0.628,0.172,42.263,4,1,0,168,,56602
Literary,197,2357,179,542,0.280,0.233,0.605,0.162,34.922,25,2,1,470,6,182736
Literary,2913,13821,146,2557,0.103,0.263,0.590,0.147,54.647,34,8,5,1569,51,976929
Literary,462,2506,19,94,0.286,0.259,0.625,0.117,28.494,5,4,2,251,3,152636
Literary,2895,6702,90,2230,0.162,0.225,0.644,0.132,43.865,27,10,4,1261,15,609140
Literary,685,2454,25,290,0.232,0.257,0.588,0.155,41.318,12,3,1,479,7,245311
Literary,243,511,23,210,0.465,0.200,0.700,0.1,46.068,,,0,79,8,49068
Literary,1878,10899,130,1660,0.147,0.260,0.611,0.129,46.366,44,27,2,1270,13,582026
Literary,2151,7400,168,679,0.151,0.245,0.618,0.137,52.300,28,7,4,1028,17,513141
Ghost and Horror,684,2723,57,198,0.243,0.192,0.691,0.117,39.391,20,2,1,511,5,198321
Literary,666,1897,19,478,0.288,0.173,0.703,0.124,53.508,11,1,5,258,4,126234
Literary,995,1763,13,587,0.367,0.246,0.665,0.089,50.692,3,1,0,212,4,125887
Sea and Adventure,5266,7186,171,2357,0.154,0.183,0.680,0.137,68.703,13,12,1,1152,23,544617
Literary,1333,2977,4,2250,0.202,0.246,0.639,0.115,50.143,41,8,1,921,11,331382
Literary,1544,8667,136,2084,0.173,0.235,0.649,0.115,57.530,49,8,2,1080,21,525090
Literary,2853,6569,76,693,0.143,0.236,0.615,0.149,42.795,28,6,0,1183,9,655095
Literary,3106,5239,108,1316,0.148,0.200,0.659,0.141,51.508,18,10,0,1023,10,496487
Literary,1618,9931,36,2410,0.168,0.240,0.617,0.144,31.639,54,14,4,1461,27,680967
Literary,1990,6401,12,626,0.159,0.233,0.630,0.137,34.484,30,5,2,1172,15,570063
Literary,1791,6197,61,911,0.191,0.184,0.675,0.142,44.102,16,8,4,774,206,485299
Literary,1517,4005,35,452,0.208,0.231,0.615,0.154,39.928,20,4,1,765,6,339544
Literary,3166,10490,97,1240,0.102,0.200,0.621,0.18,49.469,37,5,2,1446,26,763311
Literary,711,2011,64,584,0.379,0.201,0.664,0.135,34.588,6,4,1,306,3,140801
Literary,1772,4017,16,962,0.192,0.217,0.655,0.128,45.885,30,12,3,686,7,360931
Literary,912,1735,18,970,0.219,0.272,0.610,0.118,55.949,8,3,0,254,3,175608
Literary,1816,6897,112,3602,0.219,0.222,0.663,0.115,37.406,35,5,4,663,14,480023
Love and Romance,1168,3581,48,1287,0.189,0.267,0.620,0.113,58.948,11,4,3,527,9,290297
Literary,3358,11681,86,2882,0.133,0.241,0.634,0.125,44.903,43,6,5,1805,44,917131
Literary,3625,9002,98,4732,0.128,0.207,0.654,0.138,46.709,46,16,3,1623,25,847011
Literary,1408,6169,183,1047,0.184,0.277,0.574,0.149,31.109,41,20,1,1110,13,509857
Literary,3402,10981,313,3745,0.116,0.206,0.654,0.14,47.871,35,4,4,1867,20,877827
Literary,2587,9778,54,2274,0.132,0.249,0.606,0.145,41.693,39,8,4,1576,45,855244
Literary,1173,2620,9,323,0.223,0.229,0.640,0.13,49.826,10,,2,315,10,199840
Literary,901,4718,469,450,0.173,0.217,0.651,0.131,56.146,26,4,1,563,11,323299
Literary,2462,9544,98,2696,0.140,0.231,0.647,0.122,39.557,38,12,10,1674,49,920030
Literary,2980,7277,138,805,0.127,0.226,0.675,0.099,50.033,30,6,2,793,33,540639
Literary,119,1106,6,146,0.390,0.246,0.559,0.195,14.489,7,1,3,138,1,90623
Literary,2060,5595,27,1301,0.126,0.207,0.655,0.138,48.779,24,8,1,896,35,507345
Detective and Mystery,17,70,0,9,0.816,0.212,0.580,0.209,40.107,,,0,5,,4955
Literary,2310,5072,242,1429,0.212,0.217,0.665,0.117,48.131,20,8,1,704,16,400968
Detective and Mystery,1496,5304,32,2217,0.141,0.160,0.750,0.089,50.615,37,6,3,671,23,425402
Literary,2060,3979,96,1693,0.169,0.265,0.607,0.129,45.630,18,9,5,711,8,427704
Sea and Adventure,2505,6766,11,683,0.123,0.221,0.634,0.144,54.550,21,4,2,1025,19,521949
Literary,2523,12106,80,1004,0.111,0.258,0.611,0.131,51.468,44,4,1,1374,19,718352
Sea and Adventure,2136,6635,152,1703,0.200,0.165,0.688,0.147,42.718,33,10,1,1254,31,522680
Literary,2444,3871,104,817,0.174,0.231,0.647,0.121,50.502,10,5,2,572,25,356021
Literary,2280,6474,196,1802,0.173,0.205,0.672,0.122,51.347,20,14,2,1099,34,488360
Literary,1003,7007,130,590,0.133,0.265,0.628,0.107,39.866,54,7,2,899,12,466802
Detective and Mystery,2538,8267,71,1125,0.138,0.200,0.672,0.128,49.998,44,6,3,1234,25,614232
Detective and Mystery,3196,4433,153,1126,0.161,0.182,0.688,0.13,53.052,23,2,1,708,16,436500
Literary,751,2272,222,365,0.187,0.163,0.711,0.126,65.785,9,1,0,261,3,140639
Literary,855,2271,225,564,0.173,0.201,0.692,0.106,68.430,4,,0,277,4,153793
Literary,2041,9098,131,717,0.104,0.273,0.608,0.119,30.516,82,11,8,1172,12,688423
Sea and Adventure,1702,9230,297,1189,0.213,0.166,0.713,0.121,38.883,34,14,11,1580,16,557788
Sea and Adventure,2572,11373,596,2232,0.199,0.187,0.693,0.12,44.866,42,24,5,1628,29,611056
Literary,3818,16954,103,2318,0.117,0.194,0.682,0.124,53.235,57,12,0,1935,32,1001192
Literary,1782,12392,337,957,0.097,0.287,0.595,0.119,37.962,66,10,4,1674,29,883635
Literary,2291,11970,173,3668,0.087,0.291,0.590,0.119,41.801,85,18,5,1609,113,889559
Literary,1801,9878,65,1545,0.106,0.268,0.602,0.13,32.685,65,10,4,1169,22,675227
Christmas Stories,714,2804,59,319,0.280,0.233,0.637,0.13,58.346,4,5,3,389,2,162874
Detective and Mystery,770,3252,29,530,0.239,0.209,0.673,0.118,53.941,11,3,0,531,8,232952
Detective and Mystery,723,7117,65,1144,0.198,0.169,0.701,0.131,23.774,34,3,3,1092,30,476576
Detective and Mystery,846,7464,79,1803,0.203,0.174,0.677,0.149,24.020,36,3,5,1279,18,503405
Detective and Mystery,609,8354,40,1445,0.170,0.175,0.693,0.132,28.233,62,4,3,1525,22,549082
Detective and Mystery,947,7098,82,2186,0.229,0.201,0.684,0.116,24.207,41,7,1,992,52,454744
Literary,1833,11582,207,1901,0.205,0.259,0.620,0.121,38.750,52,7,1,1365,20,533550
Literary,2352,6703,669,1912,0.161,0.202,0.679,0.119,59.675,29,17,2,945,28,522474
Sea and Adventure,2404,18422,190,4063,0.140,0.161,0.725,0.114,44.141,71,47,6,2977,43,1166388
Detective and Mystery,1452,3248,18,403,0.186,0.191,0.670,0.14,51.190,11,3,2,762,6,308560
Literary,538,2159,179,596,0.273,0.175,0.731,0.095,48.449,12,3,2,221,33,144223
Literary,792,759,23,229,0.282,0.180,0.720,0.1,62.051,3,1,0,100,3,66151
Literary,141,66,3,45,0.484,0.222,0.660,0.118,36.704,,1,0,17,1,10162
Literary,1861,14117,192,3583,0.161,0.204,0.678,0.118,33.347,60,44,8,1924,21,894612
Sea and Adventure,1092,6176,103,868,0.228,0.166,0.730,0.104,38.270,19,3,3,998,7,372047
Literary,2152,6668,325,1455,0.176,0.195,0.691,0.114,48.901,15,3,1,943,15,471064
Literary,238,803,79,197,0.275,0.184,0.745,0.071,49.275,1,,0,70,49,45355
Literary,944,821,2,246,0.241,0.167,0.742,0.09,60.424,2,,0,183,2,72770
Detective and Mystery,1145,4957,67,755,0.191,0.182,0.692,0.126,43.914,28,7,2,997,9,412836
Literary,1778,5270,443,1310,0.178,0.226,0.658,0.116,54.271,17,12,1,569,10,350780
Literary,3839,16025,642,1905,0.122,0.193,0.665,0.142,47.850,53,9,5,1870,29,903322
Literary,7081,36118,454,4474,0.078,0.227,0.654,0.119,49.398,94,26,17,3931,522,1967040
Literary,2256,10397,146,1195,0.173,0.208,0.681,0.111,48.138,28,12,2,1159,17,613434
Detective and Mystery,2056,6090,19,797,0.162,0.186,0.691,0.123,50.585,35,6,1,953,16,477716
Detective and Mystery,2533,4275,131,860,0.180,0.198,0.651,0.151,45.281,13,6,1,418,8,328568
Literary,386,1659,34,252,0.342,0.176,0.696,0.128,52.043,6,1,0,206,19,98427
